Date;Temperature;Relative Humidity;Dew Point;Rain
2019-08-18 10:40:00;22.78;070.64;17.19;00.00
2019-08-18 10:45:00;23.89;067.23;17.47;00.00
2019-08-18 10:50:00;24.73;065.44;17.84;00.00
2019-08-18 10:55:00;24.66;064.31;17.50;00.00
2019-08-18 11:00:00;24.36;064.04;17.15;00.00
2019-08-18 11:05:00;24.32;065.10;17.37;00.00
2019-08-18 11:10:00;24.30;064.39;17.17;00.00
2019-08-18 11:15:00;23.87;065.33;17.00;00.00
2019-08-18 11:20:00;23.91;065.37;17.04;00.00
2019-08-18 11:25:00;23.49;067.12;17.05;00.00
2019-08-18 11:30:00;24.32;066.04;17.59;00.00
2019-08-18 11:35:00;24.19;069.43;18.27;00.00
2019-08-18 11:40:00;22.28;083.14;19.31;00.00
2019-08-18 11:45:00;21.77;085.16;19.19;00.20
2019-08-18 11:50:00;22.48;080.99;19.08;00.00
2019-08-18 11:55:00;22.76;080.37;19.22;00.00
2019-08-18 12:00:00;23.08;078.62;19.18;00.00
2019-08-18 12:05:00;22.39;080.05;18.81;00.00
2019-08-18 12:10:00;21.70;082.03;18.53;00.00
2019-08-18 12:15:00;22.63;079.03;18.83;00.00
2019-08-18 12:20:00;24.04;075.63;19.50;00.00
2019-08-18 12:25:00;25.44;071.43;19.92;00.00
2019-08-18 12:30:00;27.43;064.14;20.08;00.00
2019-08-18 12:35:00;27.07;064.02;19.70;00.00
2019-08-18 12:40:00;26.21;065.37;19.22;00.00
2019-08-18 12:45:00;25.50;066.03;18.71;00.00
2019-08-18 12:50:00;25.46;066.43;18.77;00.00
2019-08-18 12:55:00;25.95;065.42;18.99;00.00
2019-08-18 13:00:00;25.97;064.19;18.71;00.00
2019-08-18 13:05:00;25.48;064.47;18.31;00.00
2019-08-18 13:10:00;24.19;067.33;17.78;00.00
2019-08-18 13:15:00;25.01;066.76;18.42;00.00
2019-08-18 13:20:00;26.57;060.89;18.43;00.00
2019-08-18 13:25:00;27.37;059.80;18.89;00.00
2019-08-18 13:30:00;27.63;057.40;18.47;00.00
2019-08-18 13:35:00;28.31;054.62;18.32;00.00
2019-08-18 13:40:00;28.35;054.37;18.28;00.00
2019-08-18 13:45:00;27.99;055.80;18.36;00.00
2019-08-18 13:50:00;27.93;054.35;17.88;00.00
2019-08-18 13:55:00;28.72;052.56;18.08;00.00
2019-08-18 14:00:00;27.26;055.57;17.62;00.00
2019-08-18 14:05:00;27.86;055.74;18.22;00.00
2019-08-18 14:10:00;28.20;055.10;18.36;00.00
2019-08-18 14:15:00;28.12;053.76;17.88;00.00
2019-08-18 14:20:00;26.64;057.14;17.48;00.00
2019-08-18 14:25:00;25.80;058.30;17.02;00.00
2019-08-18 14:30:00;26.23;057.34;17.15;00.00
2019-08-18 14:35:00;28.78;052.64;18.17;00.00
2019-08-18 14:40:00;31.44;044.12;17.78;00.00
2019-08-18 14:45:00;28.76;050.08;17.35;00.00
2019-08-18 14:50:00;27.73;052.55;17.17;00.00
2019-08-18 14:55:00;27.20;053.66;17.00;00.00
2019-08-18 15:00:00;28.55;049.96;17.12;00.00
2019-08-18 15:05:00;27.50;052.02;16.79;00.00
2019-08-18 15:10:00;26.70;055.22;17.00;00.00
2019-08-18 15:15:00;27.93;053.63;17.67;00.00
2019-08-18 15:20:00;28.80;051.36;17.79;00.00
2019-08-18 15:25:00;27.88;052.02;17.15;00.00
2019-08-18 15:30:00;26.64;055.02;16.88;00.00
2019-08-18 15:35:00;26.77;053.75;16.63;00.00
2019-08-18 15:40:00;26.79;054.05;16.74;00.00
2019-08-18 15:45:00;25.91;055.19;16.25;00.00
2019-08-18 15:50:00;26.36;055.01;16.62;00.00
2019-08-18 15:55:00;26.92;053.92;16.82;00.00
2019-08-18 16:00:00;27.35;052.83;16.89;00.00
2019-08-18 16:05:00;26.15;055.03;16.43;00.00
2019-08-18 16:10:00;26.45;054.84;16.65;00.00
2019-08-18 16:15:00;27.22;053.34;16.93;00.00
2019-08-18 16:20:00;27.60;051.97;16.87;00.00
2019-08-18 16:25:00;26.36;054.53;16.48;00.00
2019-08-18 16:30:00;25.54;057.00;16.42;00.00
2019-08-18 16:35:00;25.74;056.98;16.59;00.00
2019-08-18 16:40:00;26.47;055.28;16.79;00.00
2019-08-18 16:45:00;26.02;056.50;16.72;00.00
2019-08-18 16:50:00;25.82;057.71;16.88;00.00
2019-08-18 16:55:00;25.48;058.81;16.85;00.00
2019-08-18 17:00:00;25.16;059.61;16.76;00.00
2019-08-18 17:05:00;25.18;065.85;18.36;00.00
2019-08-18 17:10:00;24.41;066.68;17.83;00.00
2019-08-18 17:15:00;24.02;068.08;17.79;00.00
2019-08-18 17:20:00;23.55;068.36;17.41;00.00
2019-08-18 17:25:00;23.36;070.52;17.71;00.00
2019-08-18 17:30:00;23.16;070.10;17.44;00.00
2019-08-18 17:35:00;23.10;069.84;17.31;00.00
2019-08-18 17:40:00;23.03;069.92;17.27;00.00
2019-08-18 17:45:00;22.71;076.11;18.31;00.00
2019-08-18 17:50:00;20.55;087.58;18.44;00.20
2019-08-18 17:55:00;19.32;093.41;18.26;00.60
2019-08-18 18:00:00;18.96;095.89;18.31;01.60
2019-08-18 18:05:00;19.37;096.79;18.87;00.40
2019-08-18 18:10:00;19.71;097.16;19.27;00.00
2019-08-18 18:15:00;20.12;097.48;19.73;00.00
2019-08-18 18:20:00;19.95;097.68;19.59;00.00
2019-08-18 18:25:00;21.70;096.14;21.09;00.20
2019-08-18 18:30:00;23.64;090.93;22.09;00.20
2019-08-18 18:35:00;25.42;089.57;23.61;00.00
2019-08-18 18:40:00;25.91;083.61;22.95;00.00
2019-08-18 18:45:00;25.31;078.76;21.38;00.00
2019-08-18 18:50:00;22.11;086.47;19.77;00.00
2019-08-18 18:55:00;21.47;090.45;19.87;00.00
2019-08-18 19:00:00;20.89;091.58;19.49;00.00
2019-08-18 19:05:00;20.65;092.32;19.39;00.00
2019-08-18 19:10:00;20.44;092.09;19.14;00.00
2019-08-18 19:15:00;22.80;086.93;20.53;00.00
2019-08-18 19:20:00;25.61;077.30;21.37;00.00
2019-08-18 19:25:00;23.79;080.34;20.22;00.00
2019-08-18 19:30:00;23.42;082.43;20.28;00.00
2019-08-18 19:35:00;21.17;087.81;19.09;00.00
2019-08-18 19:40:00;20.93;089.86;19.23;00.00
2019-08-18 19:45:00;20.78;090.52;19.20;00.00
2019-08-18 19:50:00;20.91;090.36;19.30;00.00
2019-08-18 19:55:00;21.94;085.90;19.50;00.00
2019-08-18 20:00:00;20.98;087.84;18.91;00.00
2019-08-18 20:05:00;19.80;092.09;18.50;00.00
2019-08-18 20:10:00;19.65;092.80;18.47;00.00
2019-08-18 20:15:00;19.47;093.35;18.40;00.00
2019-08-18 20:20:00;19.32;093.67;18.30;00.00
2019-08-18 20:25:00;19.20;093.57;18.16;00.00
2019-08-18 20:30:00;19.17;093.16;18.07;00.00
2019-08-18 20:35:00;19.07;093.38;18.00;00.00
2019-08-18 20:40:00;18.85;093.86;17.87;00.00
2019-08-18 20:45:00;18.98;093.37;17.91;00.00
2019-08-18 20:50:00;18.89;093.82;17.90;00.00
2019-08-18 20:55:00;18.87;093.98;17.91;00.00
2019-08-18 21:00:00;18.85;094.08;17.90;00.00
2019-08-18 21:05:00;18.79;094.03;17.83;00.00
2019-08-18 21:10:00;18.55;094.46;17.67;00.00
2019-08-18 21:15:00;18.44;094.74;17.61;00.00
2019-08-18 21:20:00;18.25;095.15;17.48;00.00
2019-08-18 21:25:00;18.49;094.79;17.66;00.00
2019-08-18 21:30:00;18.49;094.59;17.63;00.00
2019-08-18 21:35:00;18.38;094.89;17.57;00.00
2019-08-18 21:40:00;18.32;095.11;17.54;00.00
2019-08-18 21:45:00;18.42;094.99;17.63;00.00
2019-08-18 21:50:00;18.36;095.16;17.59;00.00
2019-08-18 21:55:00;18.36;095.27;17.61;00.00
2019-08-18 22:00:00;18.29;095.47;17.58;00.00
2019-08-18 22:05:00;18.44;095.31;17.70;00.00
2019-08-18 22:10:00;18.49;095.01;17.70;00.00
2019-08-18 22:15:00;18.55;094.72;17.71;00.00
2019-08-18 22:20:00;18.49;094.69;17.64;00.00
2019-08-18 22:25:00;18.53;094.36;17.63;00.00
2019-08-18 22:30:00;18.53;093.86;17.55;00.00
2019-08-18 22:35:00;18.38;093.84;17.39;00.00
2019-08-18 22:40:00;18.42;093.15;17.32;00.00
2019-08-18 22:45:00;18.29;092.69;17.11;00.00
2019-08-18 22:50:00;18.21;092.86;17.06;00.00
2019-08-18 22:55:00;18.06;093.20;16.96;00.00
2019-08-18 23:00:00;17.91;093.68;16.90;00.00
2019-08-18 23:05:00;17.80;094.00;16.84;00.00
2019-08-18 23:10:00;17.78;093.90;16.81;00.00
2019-08-18 23:15:00;17.50;094.67;16.66;00.00
2019-08-18 23:20:00;17.48;094.65;16.63;00.00
2019-08-18 23:25:00;17.35;094.88;16.54;00.00
2019-08-18 23:30:00;17.31;094.82;16.49;00.00
2019-08-18 23:35:00;17.26;094.54;16.40;00.00
2019-08-18 23:40:00;17.16;094.43;16.28;00.00
2019-08-18 23:45:00;17.16;093.90;16.19;00.00
2019-08-18 23:50:00;17.07;093.44;16.03;00.00
2019-08-18 23:55:00;17.11;092.76;15.95;00.00
2019-08-19 00:00:00;17.14;092.66;15.96;00.00
2019-08-19 00:05:00;17.01;093.31;15.94;00.00
2019-08-19 00:10:00;17.05;093.54;16.02;00.00
2019-08-19 00:15:00;16.99;093.80;16.00;00.00
2019-08-19 00:20:00;16.92;093.83;15.94;00.00
2019-08-19 00:25:00;16.73;094.16;15.80;00.00
2019-08-19 00:30:00;16.39;094.41;15.50;00.00
2019-08-19 00:35:00;16.28;094.94;15.48;00.00
2019-08-19 00:40:00;16.08;095.31;15.35;00.00
2019-08-19 00:45:00;16.02;095.50;15.32;00.00
2019-08-19 00:50:00;15.59;096.21;15.01;00.00
2019-08-19 00:55:00;15.25;097.30;14.84;00.00
2019-08-19 01:00:00;15.14;098.14;14.87;00.00
2019-08-19 01:05:00;15.16;098.24;14.91;00.00
2019-08-19 01:10:00;15.06;098.23;14.80;00.00
2019-08-19 01:15:00;15.12;098.34;14.88;00.00
2019-08-19 01:20:00;15.25;098.14;14.98;00.00
2019-08-19 01:25:00;15.06;098.13;14.78;00.00
2019-08-19 01:30:00;14.78;098.06;14.49;00.00
2019-08-19 01:35:00;14.28;098.03;13.99;00.00
2019-08-19 01:40:00;14.37;098.80;14.20;00.00
2019-08-19 01:45:00;14.54;099.06;14.41;00.00
2019-08-19 01:50:00;14.65;099.12;14.53;00.00
2019-08-19 01:55:00;14.63;099.13;14.51;00.00
2019-08-19 02:00:00;14.37;099.08;14.24;00.00
2019-08-19 02:05:00;14.33;099.07;14.20;00.00
2019-08-19 02:10:00;14.33;099.11;14.21;00.00
2019-08-19 02:15:00;14.33;099.21;14.22;00.00
2019-08-19 02:20:00;14.35;099.27;14.25;00.00
2019-08-19 02:25:00;14.28;099.31;14.19;00.00
2019-08-19 02:30:00;13.92;099.32;13.83;00.00
2019-08-19 02:35:00;13.34;099.33;13.25;00.00
2019-08-19 02:40:00;13.30;099.28;13.20;00.00
2019-08-19 02:45:00;13.45;099.23;13.34;00.00
2019-08-19 02:50:00;13.38;099.28;13.29;00.00
2019-08-19 02:55:00;13.55;099.33;13.47;00.00
2019-08-19 03:00:00;13.32;099.42;13.25;00.00
2019-08-19 03:05:00;13.04;099.41;12.96;00.00
2019-08-19 03:10:00;12.48;099.41;12.41;00.00
2019-08-19 03:15:00;12.25;099.44;12.17;00.00
2019-08-19 03:20:00;12.20;099.35;12.12;00.00
2019-08-19 03:25:00;12.48;099.16;12.37;00.00
2019-08-19 03:30:00;12.74;098.90;12.59;00.00
2019-08-19 03:35:00;13.30;099.27;13.20;00.00
2019-08-19 03:40:00;13.34;099.29;13.25;00.00
2019-08-19 03:45:00;13.38;099.34;13.30;00.00
2019-08-19 03:50:00;13.25;099.37;13.17;00.00
2019-08-19 03:55:00;13.32;099.33;13.23;00.00
2019-08-19 04:00:00;13.40;099.28;13.31;00.00
2019-08-19 04:10:00;13.32;099.01;13.18;00.00
2019-08-19 04:15:00;13.32;098.77;13.14;00.00
2019-08-19 04:20:00;13.38;098.66;13.19;00.00
2019-08-19 04:25:00;13.32;098.47;13.10;00.00
2019-08-19 04:30:00;13.55;098.58;13.35;00.00
2019-08-19 04:35:00;13.43;098.41;13.20;00.00
2019-08-19 04:40:00;13.43;098.40;13.19;00.00
2019-08-19 04:45:00;13.49;098.44;13.26;00.00
2019-08-19 04:50:00;13.40;098.48;13.19;00.00
2019-08-19 04:55:00;13.23;098.29;12.98;00.00
2019-08-19 05:00:00;13.12;098.29;12.88;00.00
2019-08-19 05:05:00;13.17;098.36;12.93;00.00
2019-08-19 05:10:00;13.21;098.45;12.99;00.00
2019-08-19 05:15:00;13.38;098.90;13.23;00.00
2019-08-19 05:20:00;13.45;099.02;13.31;00.00
2019-08-19 05:25:00;13.38;099.08;13.26;00.00
2019-08-19 05:30:00;13.45;099.10;13.32;00.00
2019-08-19 05:40:00;13.66;099.28;13.57;00.00
2019-08-19 05:45:00;13.62;099.25;13.52;00.00
2019-08-19 05:50:00;13.43;099.15;13.31;00.00
2019-08-19 05:55:00;13.51;099.16;13.40;00.00
2019-08-19 06:00:00;13.36;099.08;13.24;00.00
2019-08-19 06:10:00;13.27;098.79;13.10;00.00
2019-08-19 06:15:00;13.30;098.94;13.15;00.00
2019-08-19 06:20:00;13.36;098.97;13.22;00.00
2019-08-19 06:25:00;13.30;098.74;13.12;00.00
2019-08-19 06:30:00;13.43;098.64;13.23;00.00
2019-08-19 06:35:00;13.45;098.52;13.23;00.00
2019-08-19 06:40:00;13.60;098.35;13.36;00.00
2019-08-19 06:45:00;13.51;098.09;13.23;00.00
2019-08-19 06:50:00;13.79;098.43;13.56;00.00
2019-08-19 06:55:00;13.94;098.64;13.75;00.00
2019-08-19 07:00:00;14.05;098.37;13.81;00.00
2019-08-19 07:05:00;14.28;098.93;14.14;00.00
2019-08-19 07:10:00;14.39;098.59;14.19;00.00
2019-08-19 07:15:00;14.56;098.59;14.36;00.00
2019-08-19 07:20:00;14.69;097.89;14.38;00.00
2019-08-19 07:25:00;14.84;097.75;14.51;00.00
2019-08-19 07:30:00;14.95;097.67;14.60;00.00
2019-08-19 07:35:00;15.33;096.89;14.86;00.00
2019-08-19 07:40:00;15.63;096.37;15.08;00.00
2019-08-19 07:45:00;15.68;096.38;15.12;00.00
2019-08-19 07:50:00;15.78;096.16;15.19;00.00
2019-08-19 07:55:00;15.83;096.30;15.26;00.00
2019-08-19 08:00:00;15.76;096.42;15.21;00.00
2019-08-19 08:05:00;15.87;096.03;15.26;00.00
2019-08-19 08:10:00;16.13;095.88;15.49;00.00
2019-08-19 08:15:00;16.41;094.72;15.58;00.00
2019-08-19 08:20:00;16.71;094.19;15.79;00.00
2019-08-19 08:25:00;17.18;093.14;16.08;00.00
2019-08-19 08:30:00;17.33;092.66;16.15;00.00
2019-08-19 08:35:00;17.46;092.10;16.18;00.00
2019-08-19 08:40:00;17.61;090.56;16.07;00.00
2019-08-19 08:45:00;17.74;091.41;16.34;00.00
2019-08-19 08:50:00;17.56;091.13;16.12;00.00
2019-08-19 08:55:00;17.84;090.73;16.33;00.00
2019-08-19 09:00:00;18.19;091.12;16.74;00.00
2019-08-19 09:05:00;18.51;089.00;16.68;00.00
2019-08-19 09:10:00;18.23;089.80;16.55;00.00
2019-08-19 09:15:00;18.04;088.81;16.18;00.00
2019-08-19 09:20:00;18.08;088.57;16.18;00.00
2019-08-19 09:25:00;18.29;089.09;16.49;00.00
2019-08-19 09:30:00;18.23;088.81;16.37;00.00
2019-08-19 09:35:00;18.06;088.97;16.23;00.00
2019-08-19 09:40:00;18.32;089.07;16.50;00.00
2019-08-19 09:45:00;18.44;088.95;16.61;00.00
2019-08-19 09:50:00;18.25;087.82;16.22;00.00
2019-08-19 09:55:00;18.79;088.32;16.84;00.00
2019-08-19 10:00:00;18.59;087.70;16.54;00.00
2019-08-19 10:05:00;18.64;087.51;16.54;00.00
2019-08-19 10:10:00;18.40;087.67;16.34;00.00
2019-08-19 10:15:00;18.96;086.51;16.68;00.00
2019-08-19 10:20:00;19.07;084.06;16.33;00.00
2019-08-19 10:25:00;19.82;084.73;17.19;00.00
2019-08-19 10:30:00;20.48;083.04;17.53;00.00
2019-08-19 10:35:00;20.72;080.79;17.32;00.00
2019-08-19 10:40:00;20.50;081.62;17.27;00.00
2019-08-19 10:45:00;21.06;081.17;17.73;00.00
2019-08-19 10:50:00;21.17;076.25;16.84;00.00
2019-08-19 10:55:00;21.58;076.11;17.21;00.00
2019-08-19 11:00:00;21.92;072.53;16.78;00.00
2019-08-19 11:05:00;21.08;073.30;16.14;00.00
2019-08-19 11:10:00;20.57;076.06;16.22;00.00
2019-08-19 11:15:00;20.48;074.89;15.90;00.00
2019-08-19 11:20:00;21.28;070.17;15.64;00.00
2019-08-19 11:25:00;20.61;074.30;15.90;00.00
2019-08-19 11:30:00;21.19;074.26;16.45;00.00
2019-08-19 11:35:00;21.96;069.26;16.09;00.00
2019-08-19 11:40:00;21.70;065.23;14.91;00.00
2019-08-19 11:45:00;21.25;066.93;14.89;00.00
2019-08-19 11:50:00;21.79;067.39;15.50;00.00
2019-08-19 11:55:00;22.78;068.22;16.64;00.00
2019-08-19 12:00:00;22.88;063.66;15.65;00.00
2019-08-19 12:05:00;22.99;061.77;15.28;00.00
2019-08-19 12:10:00;22.43;064.20;15.36;00.00
2019-08-19 12:15:00;21.51;061.59;13.84;00.00
2019-08-19 12:20:00;22.50;062.13;14.91;00.00
2019-08-19 12:25:00;22.76;065.45;15.96;00.00
2019-08-19 12:30:00;22.07;060.42;14.07;00.00
2019-08-19 12:35:00;22.95;057.87;14.23;00.00
2019-08-19 12:40:00;23.36;061.72;15.61;00.00
2019-08-19 12:45:00;22.86;059.17;14.49;00.00
2019-08-19 12:50:00;22.80;055.44;13.43;00.00
2019-08-19 12:55:00;23.01;057.94;14.31;00.00
2019-08-19 13:00:00;21.68;062.06;14.12;00.00
2019-08-19 13:05:00;21.96;058.49;13.47;00.00
2019-08-19 13:10:00;21.62;060.87;13.76;00.00
2019-08-19 13:15:00;21.51;057.56;12.80;00.00
2019-08-19 13:20:00;22.18;055.76;12.94;00.00
2019-08-19 13:25:00;23.16;052.52;12.94;00.00
2019-08-19 13:30:00;22.65;051.88;12.27;00.00
2019-08-19 13:35:00;24.32;051.90;13.83;00.00
2019-08-19 13:40:00;24.13;047.52;12.30;00.00
2019-08-19 13:45:00;24.00;047.20;12.08;00.00
2019-08-19 13:50:00;24.21;044.88;11.51;00.00
2019-08-19 13:55:00;25.05;047.37;13.09;00.00
2019-08-19 14:00:00;24.69;046.45;12.46;00.00
2019-08-19 14:05:00;23.64;043.51;10.52;00.00
2019-08-19 14:10:00;24.45;041.31;10.47;00.00
2019-08-19 14:15:00;25.22;043.19;11.84;00.00
2019-08-19 14:20:00;25.37;039.92;10.78;00.00
2019-08-19 14:25:00;26.04;040.17;11.47;00.00
2019-08-19 14:30:00;24.39;042.63;10.89;00.00
2019-08-19 14:35:00;25.87;039.38;11.02;00.00
2019-08-19 14:40:00;26.85;039.47;11.93;00.00
2019-08-19 14:45:00;27.28;038.06;11.76;00.00
2019-08-19 14:50:00;27.00;036.10;10.72;00.00
2019-08-19 14:55:00;28.14;033.54;10.61;00.00
2019-08-19 15:00:00;27.84;035.37;11.15;00.00
2019-08-19 15:05:00;28.14;034.67;11.11;00.00
2019-08-19 15:10:00;24.51;041.04;10.43;00.00
2019-08-19 15:15:00;24.49;039.91;09.99;00.00
2019-08-19 15:20:00;23.53;043.83;10.53;00.00
2019-08-19 15:25:00;27.24;034.86;10.40;00.00
2019-08-19 15:30:00;23.06;043.17;09.88;00.00
2019-08-19 15:35:00;24.06;041.51;10.20;00.00
2019-08-19 15:40:00;27.13;035.26;10.48;00.00
2019-08-19 15:45:00;24.34;039.09;09.55;00.00
2019-08-19 15:50:00;24.28;039.99;09.83;00.00
2019-08-19 15:55:00;25.37;037.36;09.79;00.00
2019-08-19 16:00:00;28.85;032.36;10.69;00.00
2019-08-19 16:05:00;28.85;032.80;10.89;00.00
2019-08-19 16:10:00;29.38;031.60;10.80;00.00
2019-08-19 16:15:00;28.72;031.56;10.20;00.00
2019-08-19 16:20:00;28.12;032.41;10.08;00.00
2019-08-19 16:25:00;28.42;032.45;10.36;00.00
2019-08-19 16:30:00;29.41;031.07;10.56;00.00
2019-08-19 16:35:00;29.66;030.60;10.55;00.00
2019-08-19 16:40:00;29.17;031.45;10.54;00.00
2019-08-19 16:45:00;28.33;033.02;10.54;00.00
2019-08-19 16:50:00;27.00;034.84;10.19;00.00
2019-08-19 16:55:00;29.11;032.78;11.11;00.00
2019-08-19 17:00:00;26.40;036.84;10.49;00.00
2019-08-19 17:05:00;28.23;032.95;10.42;00.00
2019-08-19 17:10:00;26.32;035.89;10.03;00.00
2019-08-19 17:15:00;27.69;033.53;10.21;00.00
2019-08-19 17:20:00;28.40;034.00;11.04;00.00
2019-08-19 17:25:00;27.65;032.76;09.83;00.00
2019-08-19 17:30:00;28.70;031.84;10.32;00.00
2019-08-19 17:35:00;28.85;031.52;10.30;00.00
2019-08-19 17:40:00;26.32;034.69;09.52;00.00
2019-08-19 17:45:00;27.24;032.67;09.43;00.00
2019-08-19 17:50:00;25.67;034.49;08.87;00.00
2019-08-19 17:55:00;24.49;038.45;09.44;00.00
2019-08-19 18:00:00;26.15;035.09;09.54;00.00
2019-08-19 18:05:00;27.30;032.39;09.36;00.00
2019-08-19 18:10:00;27.65;031.86;09.41;00.00
2019-08-19 18:15:00;25.91;035.78;09.62;00.00
2019-08-19 18:20:00;25.35;035.38;08.96;00.00
2019-08-19 18:25:00;24.62;038.84;09.71;00.00
2019-08-19 18:30:00;24.73;038.34;09.60;00.00
2019-08-19 18:35:00;24.90;037.17;09.30;00.00
2019-08-19 18:40:00;26.32;034.95;09.63;00.00
2019-08-19 18:45:00;27.02;034.46;10.04;00.00
2019-08-19 18:50:00;27.43;034.18;10.27;00.00
2019-08-19 18:55:00;27.02;033.21;09.49;00.00
2019-08-19 19:00:00;28.03;033.24;10.38;00.00
2019-08-19 19:05:00;26.81;035.96;10.49;00.00
2019-08-19 19:10:00;26.04;036.78;10.15;00.00
2019-08-19 19:15:00;25.82;037.51;10.25;00.00
2019-08-19 19:20:00;25.12;038.11;09.86;00.00
2019-08-19 19:25:00;24.77;039.19;09.97;00.00
2019-08-19 19:30:00;24.36;039.30;09.65;00.00
2019-08-19 19:35:00;23.96;041.46;10.08;00.00
2019-08-19 19:40:00;22.99;044.29;10.20;00.00
2019-08-19 19:45:00;23.18;043.30;10.04;00.00
2019-08-19 19:50:00;22.67;044.92;10.12;00.00
2019-08-19 19:55:00;22.78;046.39;10.70;00.00
2019-08-19 20:00:00;22.91;046.84;10.96;00.00
2019-08-19 20:05:00;21.36;050.39;10.65;00.00
2019-08-19 20:10:00;19.92;054.69;10.55;00.00
2019-08-19 20:15:00;18.70;059.22;10.60;00.00
2019-08-19 20:20:00;17.65;062.47;10.41;00.00
2019-08-19 20:25:00;16.86;065.14;10.29;00.00
2019-08-19 20:30:00;16.26;067.43;10.23;00.00
2019-08-19 20:35:00;15.81;068.94;10.13;00.00
2019-08-19 20:40:00;15.42;070.37;10.07;00.00
2019-08-19 20:45:00;15.03;071.54;09.95;00.00
2019-08-19 20:50:00;14.75;072.14;09.80;00.00
2019-08-19 20:55:00;14.58;072.58;09.73;00.00
2019-08-19 21:00:00;14.28;073.86;09.70;00.00
2019-08-19 21:05:00;14.11;074.66;09.69;00.00
2019-08-19 21:10:00;13.92;074.72;09.52;00.00
2019-08-19 21:15:00;13.79;074.98;09.45;00.00
2019-08-19 21:20:00;13.51;076.47;09.47;00.00
2019-08-19 21:25:00;13.34;077.16;09.44;00.00
2019-08-19 21:30:00;13.21;077.42;09.36;00.00
2019-08-19 21:35:00;13.02;077.97;09.28;00.00
2019-08-19 21:40:00;12.80;078.74;09.22;00.00
2019-08-19 21:45:00;12.46;079.10;08.95;00.00
2019-08-19 21:50:00;12.10;078.17;08.42;00.00
2019-08-19 21:55:00;12.18;078.77;08.62;00.00
2019-08-19 22:00:00;11.94;085.29;09.57;00.00
2019-08-19 22:05:00;11.73;080.30;08.46;00.00
2019-08-19 22:10:00;11.39;080.47;08.16;00.00
2019-08-19 22:15:00;11.43;080.45;08.20;00.00
2019-08-19 22:20:00;11.09;081.13;07.99;00.00
2019-08-19 22:25:00;10.98;082.49;08.12;00.00
2019-08-19 22:30:00;10.81;082.90;08.03;00.00
2019-08-19 22:35:00;10.81;083.56;08.15;00.00
2019-08-19 22:40:00;10.89;084.55;08.40;00.00
2019-08-19 22:45:00;10.85;083.76;08.22;00.00
2019-08-19 22:50:00;10.49;082.99;07.73;00.00
2019-08-19 22:55:00;10.27;083.46;07.60;00.00
2019-08-19 23:00:00;10.10;083.52;07.45;00.00
2019-08-19 23:05:00;10.14;084.24;07.61;00.00
2019-08-19 23:10:00;10.08;084.76;07.64;00.00
2019-08-19 23:15:00;10.46;091.06;09.08;00.00
2019-08-19 23:20:00;10.25;086.36;08.08;00.00
2019-08-19 23:25:00;10.06;085.14;07.69;00.00
2019-08-19 23:30:00;09.93;085.85;07.68;00.00
2019-08-19 23:35:00;09.78;086.30;07.61;00.00
2019-08-19 23:40:00;09.67;086.48;07.53;00.00
2019-08-19 23:45:00;09.50;086.02;07.29;00.00
2019-08-19 23:50:00;09.69;090.67;08.25;00.00
2019-08-19 23:55:00;09.69;092.91;08.61;00.00
2019-08-20 00:00:00;09.67;094.20;08.79;00.00
2019-08-20 00:05:00;09.56;090.74;08.14;00.00
2019-08-20 00:10:00;09.20;089.32;07.54;00.00
2019-08-20 00:15:00;09.20;089.25;07.53;00.00
2019-08-20 00:20:00;09.29;093.81;08.35;00.00
2019-08-20 00:25:00;09.26;090.67;07.83;00.00
2019-08-20 00:30:00;09.20;089.78;07.62;00.00
2019-08-20 00:35:00;09.09;089.38;07.45;00.00
2019-08-20 00:40:00;09.16;089.74;07.57;00.00
2019-08-20 00:45:00;08.92;088.99;07.21;00.00
2019-08-20 00:50:00;08.71;088.82;06.97;00.00
2019-08-20 00:55:00;08.83;090.73;07.41;00.00
2019-08-20 01:00:00;09.14;091.05;07.76;00.00
2019-08-20 01:05:00;09.09;090.38;07.61;00.00
2019-08-20 01:10:00;09.03;090.50;07.57;00.00
2019-08-20 01:15:00;09.22;091.06;07.85;00.00
2019-08-20 01:20:00;09.37;090.69;07.94;00.00
2019-08-20 01:25:00;08.90;090.79;07.48;00.00
2019-08-20 01:30:00;08.68;089.93;07.13;00.00
2019-08-20 01:35:00;08.51;090.23;07.01;00.00
2019-08-20 01:40:00;08.38;090.65;06.95;00.00
2019-08-20 01:45:00;08.45;091.65;07.18;00.00
2019-08-20 01:50:00;08.58;094.11;07.69;00.00
2019-08-20 01:55:00;08.66;093.35;07.66;00.00
2019-08-20 02:00:00;08.30;091.64;07.03;00.00
2019-08-20 02:05:00;08.23;091.32;06.91;00.00
2019-08-20 02:10:00;08.45;094.73;07.66;00.00
2019-08-20 02:15:00;08.28;091.79;07.03;00.00
2019-08-20 02:20:00;08.11;091.61;06.83;00.00
2019-08-20 02:25:00;07.98;091.18;06.63;00.00
2019-08-20 02:30:00;07.93;090.96;06.56;00.00
2019-08-20 02:35:00;07.78;090.99;06.41;00.00
2019-08-20 02:40:00;08.15;093.32;07.14;00.00
2019-08-20 02:45:00;08.02;095.62;07.37;00.00
2019-08-20 02:50:00;07.72;092.49;06.59;00.00
2019-08-20 02:55:00;08.17;092.63;07.05;00.00
